dateid,date,Year,Quarter,QuarterName,Month,Monthname,Day,Weekday,WeekdayName
449,2020-03-24,2020,1,Q1,3,March,24,3,Tuesday
450,2020-03-25,2020,1,Q1,3,March,25,4,Wednesday
451,2020-03-26,2020,1,Q1,3,March,26,5,Thursday
452,2020-03-27,2020,1,Q1,3,March,27,6,Friday
453,2020-03-28,2020,1,Q1,3,March,28,7,Saturday
454,2020-03-29,2020,1,Q1,3,March,29,1,Sunday
455,2020-03-30,2020,1,Q1,3,March,30,2,Monday
456,2020-03-31,2020,2,Q2,3,March,31,3,Tuesday
457,2020-04-01,2020,2,Q2,4,April,1,4,Wednesday
458,2020-04-02,2020,2,Q2,4,April,2,5,Thursday
459,2020-04-03,2020,2,Q2,4,April,3,6,Friday
460,2020-04-04,2020,2,Q2,4,April,4,7,Saturday
461,2020-04-05,2020,2,Q2,4,April,5,1,Sunday
462,2020-04-06,2020,2,Q2,4,April,6,2,Monday
463,2020-04-07,2020,2,Q2,4,April,7,3,Tuesday
464,2020-04-08,2020,2,Q2,4,April,8,4,Wednesday
465,2020-04-09,2020,2,Q2,4,April,9,5,Thursday
466,2020-04-10,2020,2,Q2,4,April,10,6,Friday
467,2020-04-11,2020,2,Q2,4,April,11,7,Saturday
468,2020-04-12,2020,2,Q2,4,April,12,1,Sunday
469,2020-04-13,2020,2,Q2,4,April,13,2,Monday
470,2020-04-14,2020,2,Q2,4,April,14,3,Tuesday
471,2020-04-15,2020,2,Q2,4,April,15,4,Wednesday
472,2020-04-16,2020,2,Q2,4,April,16,5,Thursday
473,2020-04-17,2020,2,Q2,4,April,17,6,Friday
474,2020-04-18,2020,2,Q2,4,April,18,7,Saturday
475,2020-04-19,2020,2,Q2,4,April,19,1,Sunday
476,2020-04-20,2020,2,Q2,4,April,20,2,Monday
477,2020-04-21,2020,2,Q2,4,April,21,3,Tuesday
478,2020-04-22,2020,2,Q2,4,April,22,4,Wednesday
479,2020-04-23,2020,2,Q2,4,April,23,5,Thursday
480,2020-04-24,2020,2,Q2,4,April,24,6,Friday
481,2020-04-25,2020,2,Q2,4,April,25,7,Saturday
482,2020-04-26,2020,2,Q2,4,April,26,1,Sunday
483,2020-04-27,2020,2,Q2,4,April,27,2,Monday
484,2020-04-28,2020,2,Q2,4,April,28,3,Tuesday
485,2020-04-29,2020,2,Q2,4,April,29,4,Wednesday
486,2020-04-30,2020,2,Q2,4,April,30,5,Thursday
487,2020-05-01,2020,2,Q2,5,May,1,6,Friday
488,2020-05-02,2020,2,Q2,5,May,2,7,Saturday
489,2020-05-03,2020,2,Q2,5,May,3,1,Sunday
490,2020-05-04,2020,2,Q2,5,May,4,2,Monday
491,2020-05-05,2020,2,Q2,5,May,5,3,Tuesday
492,2020-05-06,2020,2,Q2,5,May,6,4,Wednesday
493,2020-05-07,2020,2,Q2,5,May,7,5,Thursday
494,2020-05-08,2020,2,Q2,5,May,8,6,Friday
495,2020-05-09,2020,2,Q2,5,May,9,7,Saturday
496,2020-05-10,2020,2,Q2,5,May,10,1,Sunday
497,2020-05-11,2020,2,Q2,5,May,11,2,Monday
498,2020-05-12,2020,2,Q2,5,May,12,3,Tuesday
499,2020-05-13,2020,2,Q2,5,May,13,4,Wednesday
500,2020-05-14,2020,2,Q2,5,May,14,5,Thursday
501,2020-05-15,2020,2,Q2,5,May,15,6,Friday
502,2020-05-16,2020,2,Q2,5,May,16,7,Saturday
503,2020-05-17,2020,2,Q2,5,May,17,1,Sunday
504,2020-05-18,2020,2,Q2,5,May,18,2,Monday
505,2020-05-19,2020,2,Q2,5,May,19,3,Tuesday
506,2020-05-20,2020,2,Q2,5,May,20,4,Wednesday
507,2020-05-21,2020,2,Q2,5,May,21,5,Thursday
508,2020-05-22,2020,2,Q2,5,May,22,6,Friday
509,2020-05-23,2020,2,Q2,5,May,23,7,Saturday
510,2020-05-24,2020,2,Q2,5,May,24,1,Sunday
511,2020-05-25,2020,2,Q2,5,May,25,2,Monday
512,2020-05-26,2020,2,Q2,5,May,26,3,Tuesday
513,2020-05-27,2020,2,Q2,5,May,27,4,Wednesday
514,2020-05-28,2020,2,Q2,5,May,28,5,Thursday
515,2020-05-29,2020,2,Q2,5,May,29,6,Friday
516,2020-05-30,2020,2,Q2,5,May,30,7,Saturday
517,2020-05-31,2020,2,Q2,5,May,31,1,Sunday
518,2020-06-01,2020,2,Q2,6,June,1,2,Monday
519,2020-06-02,2020,2,Q2,6,June,2,3,Tuesday
520,2020-06-03,2020,2,Q2,6,June,3,4,Wednesday
521,2020-06-04,2020,2,Q2,6,June,4,5,Thursday
522,2020-06-05,2020,2,Q2,6,June,5,6,Friday
523,2020-06-06,2020,2,Q2,6,June,6,7,Saturday
524,2020-06-07,2020,2,Q2,6,June,7,1,Sunday
525,2020-06-08,2020,2,Q2,6,June,8,2,Monday
526,2020-06-09,2020,2,Q2,6,June,9,3,Tuesday
527,2020-06-10,2020,2,Q2,6,June,10,4,Wednesday
528,2020-06-11,2020,2,Q2,6,June,11,5,Thursday
529,2020-06-12,2020,2,Q2,6,June,12,6,Friday
530,2020-06-13,2020,2,Q2,6,June,13,7,Saturday
531,2020-06-14,2020,2,Q2,6,June,14,1,Sunday
532,2020-06-15,2020,2,Q2,6,June,15,2,Monday
533,2020-06-16,2020,2,Q2,6,June,16,3,Tuesday
534,2020-06-17,2020,2,Q2,6,June,17,4,Wednesday
535,2020-06-18,2020,2,Q2,6,June,18,5,Thursday
536,2020-06-19,2020,2,Q2,6,June,19,6,Friday
537,2020-06-20,2020,2,Q2,6,June,20,7,Saturday
538,2020-06-21,2020,2,Q2,6,June,21,1,Sunday
539,2020-06-22,2020,2,Q2,6,June,22,2,Monday
540,2020-06-23,2020,2,Q2,6,June,23,3,Tuesday
541,2020-06-24,2020,2,Q2,6,June,24,4,Wednesday
542,2020-06-25,2020,2,Q2,6,June,25,5,Thursday
543,2020-06-26,2020,2,Q2,6,June,26,6,Friday
544,2020-06-27,2020,2,Q2,6,June,27,7,Saturday
545,2020-06-28,2020,2,Q2,6,June,28,1,Sunday
546,2020-06-29,2020,2,Q2,6,June,29,2,Monday
547,2020-06-30,2020,3,Q3,6,June,30,3,Tuesday
548,2020-07-01,2020,3,Q3,7,July,1,4,Wednesday
549,2020-07-02,2020,3,Q3,7,July,2,5,Thursday
550,2020-07-03,2020,3,Q3,7,July,3,6,Friday
551,2020-07-04,2020,3,Q3,7,July,4,7,Saturday
552,2020-07-05,2020,3,Q3,7,July,5,1,Sunday
553,2020-07-06,2020,3,Q3,7,July,6,2,Monday
554,2020-07-07,2020,3,Q3,7,July,7,3,Tuesday
555,2020-07-08,2020,3,Q3,7,July,8,4,Wednesday
556,2020-07-09,2020,3,Q3,7,July,9,5,Thursday
557,2020-07-10,2020,3,Q3,7,July,10,6,Friday
558,2020-07-11,2020,3,Q3,7,July,11,7,Saturday
559,2020-07-12,2020,3,Q3,7,July,12,1,Sunday
560,2020-07-13,2020,3,Q3,7,July,13,2,Monday
561,2020-07-14,2020,3,Q3,7,July,14,3,Tuesday
562,2020-07-15,2020,3,Q3,7,July,15,4,Wednesday
563,2020-07-16,2020,3,Q3,7,July,16,5,Thursday
564,2020-07-17,2020,3,Q3,7,July,17,6,Friday
565,2020-07-18,2020,3,Q3,7,July,18,7,Saturday
566,2020-07-19,2020,3,Q3,7,July,19,1,Sunday
567,2020-07-20,2020,3,Q3,7,July,20,2,Monday
568,2020-07-21,2020,3,Q3,7,July,21,3,Tuesday
569,2020-07-22,2020,3,Q3,7,July,22,4,Wednesday
570,2020-07-23,2020,3,Q3,7,July,23,5,Thursday
571,2020-07-24,2020,3,Q3,7,July,24,6,Friday
572,2020-07-25,2020,3,Q3,7,July,25,7,Saturday
573,2020-07-26,2020,3,Q3,7,July,26,1,Sunday
574,2020-07-27,2020,3,Q3,7,July,27,2,Monday
575,2020-07-28,2020,3,Q3,7,July,28,3,Tuesday
576,2020-07-29,2020,3,Q3,7,July,29,4,Wednesday
577,2020-07-30,2020,3,Q3,7,July,30,5,Thursday
578,2020-07-31,2020,3,Q3,7,July,31,6,Friday
579,2020-08-01,2020,3,Q3,8,August,1,7,Saturday
580,2020-08-02,2020,3,Q3,8,August,2,1,Sunday
581,2020-08-03,2020,3,Q3,8,August,3,2,Monday
582,2020-08-04,2020,3,Q3,8,August,4,3,Tuesday
583,2020-08-05,2020,3,Q3,8,August,5,4,Wednesday
584,2020-08-06,2020,3,Q3,8,August,6,5,Thursday
585,2020-08-07,2020,3,Q3,8,August,7,6,Friday
586,2020-08-08,2020,3,Q3,8,August,8,7,Saturday
587,2020-08-09,2020,3,Q3,8,August,9,1,Sunday
588,2020-08-10,2020,3,Q3,8,August,10,2,Monday
589,2020-08-11,2020,3,Q3,8,August,11,3,Tuesday
590,2020-08-12,2020,3,Q3,8,August,12,4,Wednesday
591,2020-08-13,2020,3,Q3,8,August,13,5,Thursday
592,2020-08-14,2020,3,Q3,8,August,14,6,Friday
593,2020-08-15,2020,3,Q3,8,August,15,7,Saturday
594,2020-08-16,2020,3,Q3,8,August,16,1,Sunday
595,2020-08-17,2020,3,Q3,8,August,17,2,Monday
596,2020-08-18,2020,3,Q3,8,August,18,3,Tuesday
597,2020-08-19,2020,3,Q3,8,August,19,4,Wednesday
598,2020-08-20,2020,3,Q3,8,August,20,5,Thursday
599,2020-08-21,2020,3,Q3,8,August,21,6,Friday
600,2020-08-22,2020,3,Q3,8,August,22,7,Saturday
601,2020-08-23,2020,3,Q3,8,August,23,1,Sunday
602,2020-08-24,2020,3,Q3,8,August,24,2,Monday
603,2020-08-25,2020,3,Q3,8,August,25,3,Tuesday
604,2020-08-26,2020,3,Q3,8,August,26,4,Wednesday
605,2020-08-27,2020,3,Q3,8,August,27,5,Thursday
606,2020-08-28,2020,3,Q3,8,August,28,6,Friday
607,2020-08-29,2020,3,Q3,8,August,29,7,Saturday
608,2020-08-30,2020,3,Q3,8,August,30,1,Sunday
609,2020-08-31,2020,3,Q3,8,August,31,2,Monday
610,2020-09-01,2020,3,Q3,9,September,1,3,Tuesday
611,2020-09-02,2020,3,Q3,9,September,2,4,Wednesday
612,2020-09-03,2020,3,Q3,9,September,3,5,Thursday
613,2020-09-04,2020,3,Q3,9,September,4,6,Friday
614,2020-09-05,2020,3,Q3,9,September,5,7,Saturday
615,2020-09-06,2020,3,Q3,9,September,6,1,Sunday
616,2020-09-07,2020,3,Q3,9,September,7,2,Monday
617,2020-09-08,2020,3,Q3,9,September,8,3,Tuesday
618,2020-09-09,2020,3,Q3,9,September,9,4,Wednesday
619,2020-09-10,2020,3,Q3,9,September,10,5,Thursday
620,2020-09-11,2020,3,Q3,9,September,11,6,Friday
621,2020-09-12,2020,3,Q3,9,September,12,7,Saturday
622,2020-09-13,2020,3,Q3,9,September,13,1,Sunday
623,2020-09-14,2020,3,Q3,9,September,14,2,Monday
624,2020-09-15,2020,3,Q3,9,September,15,3,Tuesday
625,2020-09-16,2020,3,Q3,9,September,16,4,Wednesday
626,2020-09-17,2020,3,Q3,9,September,17,5,Thursday
627,2020-09-18,2020,3,Q3,9,September,18,6,Friday
628,2020-09-19,2020,3,Q3,9,September,19,7,Saturday
629,2020-09-20,2020,3,Q3,9,September,20,1,Sunday
630,2020-09-21,2020,3,Q3,9,September,21,2,Monday
631,2020-09-22,2020,3,Q3,9,September,22,3,Tuesday
632,2020-09-23,2020,3,Q3,9,September,23,4,Wednesday
633,2020-09-24,2020,3,Q3,9,September,24,5,Thursday
634,2020-09-25,2020,3,Q3,9,September,25,6,Friday
635,2020-09-26,2020,3,Q3,9,September,26,7,Saturday
636,2020-09-27,2020,3,Q3,9,September,27,1,Sunday
637,2020-09-28,2020,3,Q3,9,September,28,2,Monday
638,2020-09-29,2020,3,Q3,9,September,29,3,Tuesday
639,2020-09-30,2020,4,Q4,9,September,30,4,Wednesday
640,2020-10-01,2020,4,Q4,10,October,1,5,Thursday
641,2020-10-02,2020,4,Q4,10,October,2,6,Friday
642,2020-10-03,2020,4,Q4,10,October,3,7,Saturday
643,2020-10-04,2020,4,Q4,10,October,4,1,Sunday
644,2020-10-05,2020,4,Q4,10,October,5,2,Monday
645,2020-10-06,2020,4,Q4,10,October,6,3,Tuesday
646,2020-10-07,2020,4,Q4,10,October,7,4,Wednesday
647,2020-10-08,2020,4,Q4,10,October,8,5,Thursday
648,2020-10-09,2020,4,Q4,10,October,9,6,Friday
649,2020-10-10,2020,4,Q4,10,October,10,7,Saturday
650,2020-10-11,2020,4,Q4,10,October,11,1,Sunday
651,2020-10-12,2020,4,Q4,10,October,12,2,Monday
652,2020-10-13,2020,4,Q4,10,October,13,3,Tuesday
653,2020-10-14,2020,4,Q4,10,October,14,4,Wednesday
654,2020-10-15,2020,4,Q4,10,October,15,5,Thursday
655,2020-10-16,2020,4,Q4,10,October,16,6,Friday
656,2020-10-17,2020,4,Q4,10,October,17,7,Saturday
657,2020-10-18,2020,4,Q4,10,October,18,1,Sunday
658,2020-10-19,2020,4,Q4,10,October,19,2,Monday
659,2020-10-20,2020,4,Q4,10,October,20,3,Tuesday
660,2020-10-21,2020,4,Q4,10,October,21,4,Wednesday
661,2020-10-22,2020,4,Q4,10,October,22,5,Thursday
662,2020-10-23,2020,4,Q4,10,October,23,6,Friday
663,2020-10-24,2020,4,Q4,10,October,24,7,Saturday
664,2020-10-25,2020,4,Q4,10,October,25,1,Sunday
665,2020-10-26,2020,4,Q4,10,October,26,2,Monday
666,2020-10-27,2020,4,Q4,10,October,27,3,Tuesday
667,2020-10-28,2020,4,Q4,10,October,28,4,Wednesday
668,2020-10-29,2020,4,Q4,10,October,29,5,Thursday
669,2020-10-30,2020,4,Q4,10,October,30,6,Friday
670,2020-10-31,2020,4,Q4,10,October,31,7,Saturday
671,2020-11-01,2020,4,Q4,11,November,1,1,Sunday
672,2020-11-02,2020,4,Q4,11,November,2,2,Monday
673,2020-11-03,2020,4,Q4,11,November,3,3,Tuesday
674,2020-11-04,2020,4,Q4,11,November,4,4,Wednesday
675,2020-11-05,2020,4,Q4,11,November,5,5,Thursday
676,2020-11-06,2020,4,Q4,11,November,6,6,Friday
677,2020-11-07,2020,4,Q4,11,November,7,7,Saturday
678,2020-11-08,2020,4,Q4,11,November,8,1,Sunday
679,2020-11-09,2020,4,Q4,11,November,9,2,Monday
680,2020-11-10,2020,4,Q4,11,November,10,3,Tuesday
681,2020-11-11,2020,4,Q4,11,November,11,4,Wednesday
682,2020-11-12,2020,4,Q4,11,November,12,5,Thursday
683,2020-11-13,2020,4,Q4,11,November,13,6,Friday
684,2020-11-14,2020,4,Q4,11,November,14,7,Saturday
685,2020-11-15,2020,4,Q4,11,November,15,1,Sunday
686,2020-11-16,2020,4,Q4,11,November,16,2,Monday
687,2020-11-17,2020,4,Q4,11,November,17,3,Tuesday
688,2020-11-18,2020,4,Q4,11,November,18,4,Wednesday
689,2020-11-19,2020,4,Q4,11,November,19,5,Thursday
690,2020-11-20,2020,4,Q4,11,November,20,6,Friday
691,2020-11-21,2020,4,Q4,11,November,21,7,Saturday
692,2020-11-22,2020,4,Q4,11,November,22,1,Sunday
693,2020-11-23,2020,4,Q4,11,November,23,2,Monday
694,2020-11-24,2020,4,Q4,11,November,24,3,Tuesday
695,2020-11-25,2020,4,Q4,11,November,25,4,Wednesday
696,2020-11-26,2020,4,Q4,11,November,26,5,Thursday
697,2020-11-27,2020,4,Q4,11,November,27,6,Friday
698,2020-11-28,2020,4,Q4,11,November,28,7,Saturday
699,2020-11-29,2020,4,Q4,11,November,29,1,Sunday
700,2020-11-30,2020,4,Q4,11,November,30,2,Monday
701,2020-12-01,2020,4,Q4,12,December,1,3,Tuesday
702,2020-12-02,2020,4,Q4,12,December,2,4,Wednesday
703,2020-12-03,2020,4,Q4,12,December,3,5,Thursday
704,2020-12-04,2020,4,Q4,12,December,4,6,Friday
705,2020-12-05,2020,4,Q4,12,December,5,7,Saturday
706,2020-12-06,2020,4,Q4,12,December,6,1,Sunday
707,2020-12-07,2020,4,Q4,12,December,7,2,Monday
708,2020-12-08,2020,4,Q4,12,December,8,3,Tuesday
709,2020-12-09,2020,4,Q4,12,December,9,4,Wednesday
710,2020-12-10,2020,4,Q4,12,December,10,5,Thursday
711,2020-12-11,2020,4,Q4,12,December,11,6,Friday
712,2020-12-12,2020,4,Q4,12,December,12,7,Saturday
713,2020-12-13,2020,4,Q4,12,December,13,1,Sunday
714,2020-12-14,2020,4,Q4,12,December,14,2,Monday
715,2020-12-15,2020,4,Q4,12,December,15,3,Tuesday
716,2020-12-16,2020,4,Q4,12,December,16,4,Wednesday
717,2020-12-17,2020,4,Q4,12,December,17,5,Thursday
718,2020-12-18,2020,4,Q4,12,December,18,6,Friday
719,2020-12-19,2020,4,Q4,12,December,19,7,Saturday
720,2020-12-20,2020,4,Q4,12,December,20,1,Sunday
721,2020-12-21,2020,4,Q4,12,December,21,2,Monday
722,2020-12-22,2020,4,Q4,12,December,22,3,Tuesday
723,2020-12-23,2020,4,Q4,12,December,23,4,Wednesday
724,2020-12-24,2020,4,Q4,12,December,24,5,Thursday
725,2020-12-25,2020,4,Q4,12,December,25,6,Friday
726,2020-12-26,2020,4,Q4,12,December,26,7,Saturday
727,2020-12-27,2020,4,Q4,12,December,27,1,Sunday
728,2020-12-28,2020,4,Q4,12,December,28,2,Monday
729,2020-12-29,2020,4,Q4,12,December,29,3,Tuesday
730,2020-12-30,2020,4,Q4,12,December,30,4,Wednesday
731,2020-12-31,2020,1,Q1,12,December,31,5,Thursday
732,2021-01-01,2021,1,Q1,1,January,1,6,Friday
733,2021-01-02,2021,1,Q1,1,January,2,7,Saturday
734,2021-01-03,2021,1,Q1,1,January,3,1,Sunday
735,2021-01-04,2021,1,Q1,1,January,4,2,Monday
736,2021-01-05,2021,1,Q1,1,January,5,3,Tuesday
737,2021-01-06,2021,1,Q1,1,January,6,4,Wednesday
738,2021-01-07,2021,1,Q1,1,January,7,5,Thursday
739,2021-01-08,2021,1,Q1,1,January,8,6,Friday
740,2021-01-09,2021,1,Q1,1,January,9,7,Saturday
741,2021-01-10,2021,1,Q1,1,January,10,1,Sunday
742,2021-01-11,2021,1,Q1,1,January,11,2,Monday
743,2021-01-12,2021,1,Q1,1,January,12,3,Tuesday
744,2021-01-13,2021,1,Q1,1,January,13,4,Wednesday
745,2021-01-14,2021,1,Q1,1,January,14,5,Thursday
746,2021-01-15,2021,1,Q1,1,January,15,6,Friday
747,2021-01-16,2021,1,Q1,1,January,16,7,Saturday
748,2021-01-17,2021,1,Q1,1,January,17,1,Sunday
749,2021-01-18,2021,1,Q1,1,January,18,2,Monday
750,2021-01-19,2021,1,Q1,1,January,19,3,Tuesday
751,2021-01-20,2021,1,Q1,1,January,20,4,Wednesday
752,2021-01-21,2021,1,Q1,1,January,21,5,Thursday
753,2021-01-22,2021,1,Q1,1,January,22,6,Friday
754,2021-01-23,2021,1,Q1,1,January,23,7,Saturday
755,2021-01-24,2021,1,Q1,1,January,24,1,Sunday
756,2021-01-25,2021,1,Q1,1,January,25,2,Monday
757,2021-01-26,2021,1,Q1,1,January,26,3,Tuesday
758,2021-01-27,2021,1,Q1,1,January,27,4,Wednesday
759,2021-01-28,2021,1,Q1,1,January,28,5,Thursday
760,2021-01-29,2021,1,Q1,1,January,29,6,Friday
761,2021-01-30,2021,1,Q1,1,January,30,7,Saturday
762,2021-01-31,2021,1,Q1,1,January,31,1,Sunday
763,2021-02-01,2021,1,Q1,2,February,1,2,Monday
764,2021-02-02,2021,1,Q1,2,February,2,3,Tuesday
765,2021-02-03,2021,1,Q1,2,February,3,4,Wednesday
766,2021-02-04,2021,1,Q1,2,February,4,5,Thursday
767,2021-02-05,2021,1,Q1,2,February,5,6,Friday
768,2021-02-06,2021,1,Q1,2,February,6,7,Saturday
769,2021-02-07,2021,1,Q1,2,February,7,1,Sunday
770,2021-02-08,2021,1,Q1,2,February,8,2,Monday
771,2021-02-09,2021,1,Q1,2,February,9,3,Tuesday
772,2021-02-10,2021,1,Q1,2,February,10,4,Wednesday
773,2021-02-11,2021,1,Q1,2,February,11,5,Thursday
774,2021-02-12,2021,1,Q1,2,February,12,6,Friday
775,2021-02-13,2021,1,Q1,2,February,13,7,Saturday
776,2021-02-14,2021,1,Q1,2,February,14,1,Sunday
777,2021-02-15,2021,1,Q1,2,February,15,2,Monday
778,2021-02-16,2021,1,Q1,2,February,16,3,Tuesday
779,2021-02-17,2021,1,Q1,2,February,17,4,Wednesday
780,2021-02-18,2021,1,Q1,2,February,18,5,Thursday
781,2021-02-19,2021,1,Q1,2,February,19,6,Friday
782,2021-02-20,2021,1,Q1,2,February,20,7,Saturday
783,2021-02-21,2021,1,Q1,2,February,21,1,Sunday
784,2021-02-22,2021,1,Q1,2,February,22,2,Monday
785,2021-02-23,2021,1,Q1,2,February,23,3,Tuesday
786,2021-02-24,2021,1,Q1,2,February,24,4,Wednesday
787,2021-02-25,2021,1,Q1,2,February,25,5,Thursday
788,2021-02-26,2021,1,Q1,2,February,26,6,Friday
789,2021-02-27,2021,1,Q1,2,February,27,7,Saturday
790,2021-02-28,2021,1,Q1,2,February,28,1,Sunday
791,2021-03-01,2021,1,Q1,3,March,1,2,Monday
792,2021-03-02,2021,1,Q1,3,March,2,3,Tuesday
793,2021-03-03,2021,1,Q1,3,March,3,4,Wednesday
794,2021-03-04,2021,1,Q1,3,March,4,5,Thursday
795,2021-03-05,2021,1,Q1,3,March,5,6,Friday
796,2021-03-06,2021,1,Q1,3,March,6,7,Saturday
797,2021-03-07,2021,1,Q1,3,March,7,1,Sunday
798,2021-03-08,2021,1,Q1,3,March,8,2,Monday
799,2021-03-09,2021,1,Q1,3,March,9,3,Tuesday
800,2021-03-10,2021,1,Q1,3,March,10,4,Wednesday
801,2021-03-11,2021,1,Q1,3,March,11,5,Thursday
802,2021-03-12,2021,1,Q1,3,March,12,6,Friday
803,2021-03-13,2021,1,Q1,3,March,13,7,Saturday
804,2021-03-14,2021,1,Q1,3,March,14,1,Sunday
805,2021-03-15,2021,1,Q1,3,March,15,2,Monday
806,2021-03-16,2021,1,Q1,3,March,16,3,Tuesday
807,2021-03-17,2021,1,Q1,3,March,17,4,Wednesday
808,2021-03-18,2021,1,Q1,3,March,18,5,Thursday
809,2021-03-19,2021,1,Q1,3,March,19,6,Friday
810,2021-03-20,2021,1,Q1,3,March,20,7,Saturday
811,2021-03-21,2021,1,Q1,3,March,21,1,Sunday
812,2021-03-22,2021,1,Q1,3,March,22,2,Monday
813,2021-03-23,2021,1,Q1,3,March,23,3,Tuesday
814,2021-03-24,2021,1,Q1,3,March,24,4,Wednesday
815,2021-03-25,2021,1,Q1,3,March,25,5,Thursday
816,2021-03-26,2021,1,Q1,3,March,26,6,Friday
817,2021-03-27,2021,1,Q1,3,March,27,7,Saturday
818,2021-03-28,2021,1,Q1,3,March,28,1,Sunday
819,2021-03-29,2021,1,Q1,3,March,29,2,Monday
820,2021-03-30,2021,1,Q1,3,March,30,3,Tuesday
821,2021-03-31,2021,2,Q2,3,March,31,4,Wednesday
822,2021-04-01,2021,2,Q2,4,April,1,5,Thursday
823,2021-04-02,2021,2,Q2,4,April,2,6,Friday
824,2021-04-03,2021,2,Q2,4,April,3,7,Saturday
825,2021-04-04,2021,2,Q2,4,April,4,1,Sunday
826,2021-04-05,2021,2,Q2,4,April,5,2,Monday
827,2021-04-06,2021,2,Q2,4,April,6,3,Tuesday
828,2021-04-07,2021,2,Q2,4,April,7,4,Wednesday
829,2021-04-08,2021,2,Q2,4,April,8,5,Thursday
830,2021-04-09,2021,2,Q2,4,April,9,6,Friday
831,2021-04-10,2021,2,Q2,4,April,10,7,Saturday
832,2021-04-11,2021,2,Q2,4,April,11,1,Sunday
833,2021-04-12,2021,2,Q2,4,April,12,2,Monday
834,2021-04-13,2021,2,Q2,4,April,13,3,Tuesday
835,2021-04-14,2021,2,Q2,4,April,14,4,Wednesday
836,2021-04-15,2021,2,Q2,4,April,15,5,Thursday
837,2021-04-16,2021,2,Q2,4,April,16,6,Friday
838,2021-04-17,2021,2,Q2,4,April,17,7,Saturday
839,2021-04-18,2021,2,Q2,4,April,18,1,Sunday
840,2021-04-19,2021,2,Q2,4,April,19,2,Monday
841,2021-04-20,2021,2,Q2,4,April,20,3,Tuesday
842,2021-04-21,2021,2,Q2,4,April,21,4,Wednesday
843,2021-04-22,2021,2,Q2,4,April,22,5,Thursday
844,2021-04-23,2021,2,Q2,4,April,23,6,Friday
845,2021-04-24,2021,2,Q2,4,April,24,7,Saturday
846,2021-04-25,2021,2,Q2,4,April,25,1,Sunday
847,2021-04-26,2021,2,Q2,4,April,26,2,Monday
848,2021-04-27,2021,2,Q2,4,April,27,3,Tuesday
849,2021-04-28,2021,2,Q2,4,April,28,4,Wednesday
850,2021-04-29,2021,2,Q2,4,April,29,5,Thursday
851,2021-04-30,2021,2,Q2,4,April,30,6,Friday
852,2021-05-01,2021,2,Q2,5,May,1,7,Saturday
853,2021-05-02,2021,2,Q2,5,May,2,1,Sunday
854,2021-05-03,2021,2,Q2,5,May,3,2,Monday
855,2021-05-04,2021,2,Q2,5,May,4,3,Tuesday
856,2021-05-05,2021,2,Q2,5,May,5,4,Wednesday
857,2021-05-06,2021,2,Q2,5,May,6,5,Thursday
858,2021-05-07,2021,2,Q2,5,May,7,6,Friday
859,2021-05-08,2021,2,Q2,5,May,8,7,Saturday
860,2021-05-09,2021,2,Q2,5,May,9,1,Sunday
861,2021-05-10,2021,2,Q2,5,May,10,2,Monday
862,2021-05-11,2021,2,Q2,5,May,11,3,Tuesday
863,2021-05-12,2021,2,Q2,5,May,12,4,Wednesday
864,2021-05-13,2021,2,Q2,5,May,13,5,Thursday
865,2021-05-14,2021,2,Q2,5,May,14,6,Friday
866,2021-05-15,2021,2,Q2,5,May,15,7,Saturday
867,2021-05-16,2021,2,Q2,5,May,16,1,Sunday
868,2021-05-17,2021,2,Q2,5,May,17,2,Monday
869,2021-05-18,2021,2,Q2,5,May,18,3,Tuesday
870,2021-05-19,2021,2,Q2,5,May,19,4,Wednesday
871,2021-05-20,2021,2,Q2,5,May,20,5,Thursday
872,2021-05-21,2021,2,Q2,5,May,21,6,Friday
873,2021-05-22,2021,2,Q2,5,May,22,7,Saturday
874,2021-05-23,2021,2,Q2,5,May,23,1,Sunday
875,2021-05-24,2021,2,Q2,5,May,24,2,Monday
876,2021-05-25,2021,2,Q2,5,May,25,3,Tuesday
877,2021-05-26,2021,2,Q2,5,May,26,4,Wednesday
878,2021-05-27,2021,2,Q2,5,May,27,5,Thursday
879,2021-05-28,2021,2,Q2,5,May,28,6,Friday
880,2021-05-29,2021,2,Q2,5,May,29,7,Saturday
881,2021-05-30,2021,2,Q2,5,May,30,1,Sunday
882,2021-05-31,2021,2,Q2,5,May,31,2,Monday
883,2021-06-01,2021,2,Q2,6,June,1,3,Tuesday
884,2021-06-02,2021,2,Q2,6,June,2,4,Wednesday
885,2021-06-03,2021,2,Q2,6,June,3,5,Thursday
886,2021-06-04,2021,2,Q2,6,June,4,6,Friday
887,2021-06-05,2021,2,Q2,6,June,5,7,Saturday
888,2021-06-06,2021,2,Q2,6,June,6,1,Sunday
889,2021-06-07,2021,2,Q2,6,June,7,2,Monday
890,2021-06-08,2021,2,Q2,6,June,8,3,Tuesday
891,2021-06-09,2021,2,Q2,6,June,9,4,Wednesday
892,2021-06-10,2021,2,Q2,6,June,10,5,Thursday
893,2021-06-11,2021,2,Q2,6,June,11,6,Friday
894,2021-06-12,2021,2,Q2,6,June,12,7,Saturday
895,2021-06-13,2021,2,Q2,6,June,13,1,Sunday
896,2021-06-14,2021,2,Q2,6,June,14,2,Monday
897,2021-06-15,2021,2,Q2,6,June,15,3,Tuesday
898,2021-06-16,2021,2,Q2,6,June,16,4,Wednesday
