day,month,quarter,year,category,item,price
10,1,1,2020,Music,Classical,13
10,1,1,2020,Music,Classical,13
10,1,1,2020,Music,Pop,11
10,1,1,2020,Music,Pop,10
10,1,1,2020,Ebooks,Fiction,7
10,1,1,2020,Ebooks,Fiction,20
10,1,1,2020,Music,Pop,15
10,1,1,2020,Music,Pop,9
10,1,1,2020,Music,Classical,9
10,1,1,2020,Music,Pop,9
10,1,1,2020,Electronics,Laptop,1438
10,1,1,2020,Electronics,Tablet,1234
10,1,1,2020,Electronics,Laptop,1093
10,1,1,2020,Music,Classical,9
10,1,1,2020,Electronics,Laptop,736
10,1,1,2020,Ebooks,Fiction,14
10,1,1,2020,Ebooks,Technical,40
10,1,1,2020,Electronics,Mobile,988
10,1,1,2020,Electronics,Tablet,802
10,1,1,2020,Ebooks,Technical,25
10,1,1,2020,Electronics,Laptop,572
10,1,1,2020,Ebooks,Technical,8
10,1,1,2020,Ebooks,Fiction,15
10,1,1,2020,Ebooks,Fiction,45
10,1,1,2020,Music,Pop,15
10,1,1,2020,Ebooks,Technical,18
10,1,1,2020,Electronics,Laptop,1395
10,1,1,2020,Electronics,Mobile,1432
10,1,1,2020,Electronics,Laptop,636
10,1,1,2020,Electronics,Mobile,1033
10,1,1,2020,Music,Pop,13
11,1,1,2020,Music,Pop,15
11,1,1,2020,Music,Pop,12
11,1,1,2020,Electronics,Mobile,780
11,1,1,2020,Music,Classical,14
11,1,1,2020,Ebooks,Self Help,20
11,1,1,2020,Electronics,Mobile,777
11,1,1,2020,Music,Pop,12
11,1,1,2020,Ebooks,Self Help,20
11,1,1,2020,Electronics,Tablet,774
11,1,1,2020,Ebooks,Fiction,35
11,1,1,2020,Electronics,Mobile,1325
11,1,1,2020,Music,Classical,12
11,1,1,2020,Music,Classical,14
11,1,1,2020,Music,Classical,14
11,1,1,2020,Electronics,Laptop,723
11,1,1,2020,Ebooks,Fiction,16
11,1,1,2020,Music,Classical,13
11,1,1,2020,Music,Classical,11
11,1,1,2020,Music,Pop,14
11,1,1,2020,Electronics,Tablet,994
11,1,1,2020,Music,Classical,10
11,1,1,2020,Music,Classical,15
11,1,1,2020,Electronics,Mobile,753
11,1,1,2020,Music,Classical,14
11,1,1,2020,Electronics,Mobile,546
11,1,1,2020,Music,Classical,13
11,1,1,2020,Electronics,Tablet,1083
11,1,1,2020,Ebooks,Fiction,23
11,1,1,2020,Music,Classical,12
11,1,1,2020,Ebooks,Fiction,33
11,1,1,2020,Ebooks,Self Help,33
11,1,1,2020,Music,Pop,14
11,1,1,2020,Ebooks,Technical,7
11,1,1,2020,Music,Classical,12
11,1,1,2020,Music,Classical,14
11,1,1,2020,Ebooks,Technical,27
11,1,1,2020,Electronics,Tablet,1324
11,1,1,2020,Electronics,Mobile,1197
11,1,1,2020,Music,Pop,13
11,1,1,2020,Music,Classical,13
11,1,1,2020,Electronics,Tablet,661
11,1,1,2020,Music,Classical,13
11,1,1,2020,Ebooks,Fiction,13
11,1,1,2020,Music,Pop,12
11,1,1,2020,Music,Pop,9
11,1,1,2020,Electronics,Tablet,1470
11,1,1,2020,Ebooks,Self Help,45
11,1,1,2020,Music,Classical,10
11,1,1,2020,Music,Classical,11
11,1,1,2020,Music,Classical,9
11,1,1,2020,Music,Pop,12
11,1,1,2020,Electronics,Laptop,656
11,1,1,2020,Ebooks,Fiction,40
11,1,1,2020,Music,Pop,14
11,1,1,2020,Music,Pop,11
11,1,1,2020,Ebooks,Fiction,21
11,1,1,2020,Electronics,Tablet,1254
11,1,1,2020,Ebooks,Self Help,37
11,1,1,2020,Electronics,Tablet,1109
11,1,1,2020,Electronics,Laptop,637
11,1,1,2020,Music,Pop,14
11,1,1,2020,Ebooks,Fiction,22
11,1,1,2020,Electronics,Tablet,527
11,1,1,2020,Ebooks,Self Help,23
11,1,1,2020,Ebooks,Technical,34
11,1,1,2020,Ebooks,Fiction,8
11,1,1,2020,Electronics,Mobile,773
11,1,1,2020,Electronics,Mobile,1236
11,1,1,2020,Electronics,Laptop,896
11,1,1,2020,Music,Pop,9
11,1,1,2020,Electronics,Tablet,869
11,1,1,2020,Ebooks,Technical,21
11,1,1,2020,Electronics,Mobile,970
11,1,1,2020,Electronics,Mobile,1053
11,1,1,2020,Music,Classical,15
11,1,1,2020,Music,Pop,9
11,1,1,2020,Electronics,Mobile,612
11,1,1,2020,Ebooks,Self Help,32
11,1,1,2020,Music,Classical,13
11,1,1,2020,Electronics,Mobile,956
11,1,1,2020,Ebooks,Fiction,32
11,1,1,2020,Music,Classical,13
11,1,1,2020,Ebooks,Technical,16
11,1,1,2020,Music,Pop,13
11,1,1,2020,Ebooks,Technical,21
11,1,1,2020,Ebooks,Self Help,29
11,1,1,2020,Electronics,Tablet,1268
11,1,1,2020,Electronics,Tablet,865
11,1,1,2020,Electronics,Mobile,1229
11,1,1,2020,Ebooks,Fiction,40
11,1,1,2020,Electronics,Laptop,1182
11,1,1,2020,Electronics,Laptop,1466
11,1,1,2020,Ebooks,Technical,38
11,1,1,2020,Electronics,Tablet,701
11,1,1,2020,Ebooks,Self Help,15
11,1,1,2020,Music,Classical,11
11,1,1,2020,Electronics,Tablet,1245
11,1,1,2020,Music,Classical,12
11,1,1,2020,Electronics,Mobile,999
11,1,1,2020,Music,Classical,10
11,1,1,2020,Ebooks,Technical,36
11,1,1,2020,Music,Pop,10
11,1,1,2020,Ebooks,Technical,23
11,1,1,2020,Ebooks,Fiction,27
11,1,1,2020,Electronics,Tablet,1031
11,1,1,2020,Electronics,Mobile,705
11,1,1,2020,Electronics,Tablet,851
11,1,1,2020,Music,Pop,12
11,1,1,2020,Music,Pop,9
11,1,1,2020,Electronics,Laptop,590
11,1,1,2020,Music,Pop,10
11,1,1,2020,Electronics,Tablet,540
11,1,1,2020,Electronics,Tablet,751
11,1,1,2020,Music,Classical,11
11,1,1,2020,Ebooks,Technical,44
11,1,1,2020,Ebooks,Technical,41
11,1,1,2020,Music,Classical,11
11,1,1,2020,Ebooks,Self Help,40
11,1,1,2020,Electronics,Mobile,800
11,1,1,2020,Ebooks,Self Help,40
11,1,1,2020,Music,Classical,15
11,1,1,2020,Music,Classical,14
11,1,1,2020,Electronics,Laptop,1303
11,1,1,2020,Electronics,Laptop,1091
11,1,1,2020,Music,Pop,15
11,1,1,2020,Electronics,Mobile,829
11,1,1,2020,Music,Classical,12
11,1,1,2020,Music,Pop,11
11,1,1,2020,Music,Classical,10
11,1,1,2020,Ebooks,Technical,36
11,1,1,2020,Ebooks,Fiction,38
11,1,1,2020,Ebooks,Fiction,19
11,1,1,2020,Ebooks,Technical,20
11,1,1,2020,Ebooks,Fiction,16
11,1,1,2020,Ebooks,Fiction,7
11,1,1,2020,Music,Pop,11
11,1,1,2020,Music,Classical,10
11,1,1,2020,Music,Classical,12
11,1,1,2020,Music,Classical,12
11,1,1,2020,Ebooks,Self Help,42
11,1,1,2020,Electronics,Mobile,1192
11,1,1,2020,Music,Classical,12
11,1,1,2020,Electronics,Tablet,1462
11,1,1,2020,Electronics,Tablet,637
11,1,1,2020,Ebooks,Self Help,38
11,1,1,2020,Electronics,Tablet,1364
11,1,1,2020,Electronics,Laptop,1458
11,1,1,2020,Ebooks,Fiction,19
11,1,1,2020,Electronics,Mobile,706
11,1,1,2020,Electronics,Tablet,557
11,1,1,2020,Electronics,Laptop,627
11,1,1,2020,Music,Pop,11
11,1,1,2020,Electronics,Tablet,1025
11,1,1,2020,Music,Pop,13
11,1,1,2020,Ebooks,Technical,33
11,1,1,2020,Ebooks,Self Help,21
11,1,1,2020,Music,Classical,14
11,1,1,2020,Electronics,Mobile,1258
11,1,1,2020,Ebooks,Technical,29
11,1,1,2020,Ebooks,Fiction,19
11,1,1,2020,Ebooks,Technical,19
11,1,1,2020,Ebooks,Technical,22
11,1,1,2020,Electronics,Tablet,1412
11,1,1,2020,Ebooks,Technical,14
11,1,1,2020,Music,Classical,14
11,1,1,2020,Electronics,Mobile,1351
11,1,1,2020,Music,Classical,11
11,1,1,2020,Music,Classical,12
11,1,1,2020,Ebooks,Fiction,40
11,1,1,2020,Music,Classical,9
11,1,1,2020,Ebooks,Self Help,32
11,1,1,2020,Ebooks,Technical,34
11,1,1,2020,Electronics,Tablet,989
11,1,1,2020,Music,Classical,12
11,1,1,2020,Music,Pop,15
11,1,1,2020,Music,Classical,13
12,1,1,2020,Ebooks,Fiction,26
12,1,1,2020,Ebooks,Self Help,44
12,1,1,2020,Electronics,Laptop,849
12,1,1,2020,Music,Classical,13
12,1,1,2020,Music,Classical,15
12,1,1,2020,Music,Classical,9
12,1,1,2020,Ebooks,Self Help,43
12,1,1,2020,Music,Classical,12
12,1,1,2020,Music,Pop,11
12,1,1,2020,Music,Pop,10
12,1,1,2020,Music,Classical,13
12,1,1,2020,Ebooks,Self Help,19
12,1,1,2020,Music,Pop,10
12,1,1,2020,Electronics,Mobile,1355
12,1,1,2020,Ebooks,Fiction,26
12,1,1,2020,Music,Classical,10
12,1,1,2020,Ebooks,Self Help,12
12,1,1,2020,Electronics,Laptop,689
12,1,1,2020,Electronics,Tablet,1240
12,1,1,2020,Music,Classical,15
12,1,1,2020,Electronics,Tablet,642
12,1,1,2020,Electronics,Laptop,501
12,1,1,2020,Electronics,Tablet,1431
12,1,1,2020,Music,Classical,11
12,1,1,2020,Electronics,Tablet,1330
12,1,1,2020,Music,Classical,10
12,1,1,2020,Electronics,Mobile,631
12,1,1,2020,Ebooks,Self Help,19
12,1,1,2020,Ebooks,Technical,35
12,1,1,2020,Ebooks,Fiction,14
12,1,1,2020,Ebooks,Fiction,12
12,1,1,2020,Ebooks,Fiction,30
12,1,1,2020,Electronics,Laptop,782
12,1,1,2020,Music,Pop,14
12,1,1,2020,Ebooks,Fiction,11
12,1,1,2020,Ebooks,Fiction,20
12,1,1,2020,Music,Classical,14
12,1,1,2020,Ebooks,Technical,11
12,1,1,2020,Ebooks,Fiction,45
12,1,1,2020,Music,Pop,13
12,1,1,2020,Electronics,Laptop,793
12,1,1,2020,Music,Classical,11
12,1,1,2020,Ebooks,Self Help,42
12,1,1,2020,Electronics,Mobile,1283
12,1,1,2020,Ebooks,Fiction,12
12,1,1,2020,Ebooks,Technical,34
12,1,1,2020,Ebooks,Technical,20
12,1,1,2020,Electronics,Tablet,1113
12,1,1,2020,Electronics,Laptop,645
12,1,1,2020,Ebooks,Technical,38
12,1,1,2020,Ebooks,Fiction,18
12,1,1,2020,Music,Classical,12
12,1,1,2020,Ebooks,Technical,16
12,1,1,2020,Ebooks,Technical,14
12,1,1,2020,Ebooks,Technical,24
12,1,1,2020,Music,Classical,14
12,1,1,2020,Ebooks,Self Help,40
12,1,1,2020,Electronics,Tablet,1232
12,1,1,2020,Ebooks,Technical,10
12,1,1,2020,Electronics,Mobile,996
12,1,1,2020,Music,Pop,9
12,1,1,2020,Ebooks,Technical,44
12,1,1,2020,Ebooks,Self Help,18
12,1,1,2020,Ebooks,Fiction,13
12,1,1,2020,Music,Pop,10
12,1,1,2020,Ebooks,Technical,43
12,1,1,2020,Ebooks,Technical,23
12,1,1,2020,Ebooks,Technical,33
12,1,1,2020,Music,Pop,10
12,1,1,2020,Ebooks,Technical,45
12,1,1,2020,Electronics,Laptop,964
12,1,1,2020,Music,Classical,11
12,1,1,2020,Music,Pop,12
12,1,1,2020,Ebooks,Self Help,44
12,1,1,2020,Electronics,Mobile,945
12,1,1,2020,Music,Classical,12
12,1,1,2020,Music,Classical,9
12,1,1,2020,Electronics,Mobile,1401
12,1,1,2020,Electronics,Tablet,1283
12,1,1,2020,Ebooks,Self Help,16
12,1,1,2020,Electronics,Laptop,969
12,1,1,2020,Electronics,Mobile,1347
12,1,1,2020,Music,Classical,10
12,1,1,2020,Electronics,Mobile,800
12,1,1,2020,Electronics,Laptop,504
12,1,1,2020,Ebooks,Fiction,41
12,1,1,2020,Electronics,Laptop,1049
12,1,1,2020,Ebooks,Self Help,15
12,1,1,2020,Electronics,Tablet,933
12,1,1,2020,Ebooks,Self Help,32
12,1,1,2020,Ebooks,Fiction,16
12,1,1,2020,Electronics,Mobile,737
12,1,1,2020,Electronics,Laptop,1268
12,1,1,2020,Music,Pop,9
12,1,1,2020,Music,Classical,15
12,1,1,2020,Electronics,Mobile,830
12,1,1,2020,Music,Pop,15
12,1,1,2020,Music,Pop,11
12,1,1,2020,Electronics,Laptop,918
12,1,1,2020,Music,Pop,15
12,1,1,2020,Electronics,Laptop,1131
12,1,1,2020,Music,Pop,12
12,1,1,2020,Ebooks,Fiction,28
12,1,1,2020,Music,Pop,13
12,1,1,2020,Electronics,Laptop,1170
12,1,1,2020,Ebooks,Fiction,29
12,1,1,2020,Electronics,Mobile,806
12,1,1,2020,Electronics,Laptop,1402
12,1,1,2020,Music,Pop,12
12,1,1,2020,Music,Classical,11
12,1,1,2020,Music,Pop,12
12,1,1,2020,Music,Classical,12
12,1,1,2020,Ebooks,Fiction,15
12,1,1,2020,Electronics,Mobile,1464
12,1,1,2020,Ebooks,Fiction,38
12,1,1,2020,Music,Classical,11
12,1,1,2020,Electronics,Tablet,842
12,1,1,2020,Electronics,Tablet,1004
12,1,1,2020,Ebooks,Fiction,29
12,1,1,2020,Electronics,Laptop,1368
12,1,1,2020,Electronics,Mobile,1138
12,1,1,2020,Ebooks,Fiction,45
12,1,1,2020,Ebooks,Fiction,15
12,1,1,2020,Electronics,Laptop,1282
12,1,1,2020,Music,Classical,14
12,1,1,2020,Music,Pop,15
12,1,1,2020,Ebooks,Technical,11
12,1,1,2020,Music,Classical,12
12,1,1,2020,Music,Classical,14
12,1,1,2020,Music,Pop,15
12,1,1,2020,Ebooks,Fiction,36
12,1,1,2020,Ebooks,Self Help,37
12,1,1,2020,Electronics,Tablet,1243
12,1,1,2020,Ebooks,Technical,23
12,1,1,2020,Music,Classical,9
12,1,1,2020,Music,Pop,11
12,1,1,2020,Ebooks,Technical,34
12,1,1,2020,Ebooks,Technical,12
12,1,1,2020,Ebooks,Self Help,33
12,1,1,2020,Ebooks,Fiction,26
12,1,1,2020,Ebooks,Fiction,40
12,1,1,2020,Ebooks,Self Help,43
12,1,1,2020,Ebooks,Technical,26
12,1,1,2020,Electronics,Tablet,885
12,1,1,2020,Music,Pop,14
12,1,1,2020,Electronics,Laptop,646
12,1,1,2020,Ebooks,Technical,44
12,1,1,2020,Music,Pop,14
12,1,1,2020,Electronics,Tablet,1038
12,1,1,2020,Music,Pop,10
12,1,1,2020,Music,Pop,13
12,1,1,2020,Ebooks,Fiction,34
12,1,1,2020,Ebooks,Fiction,10
12,1,1,2020,Music,Pop,10
12,1,1,2020,Music,Classical,11
12,1,1,2020,Music,Classical,10
12,1,1,2020,Ebooks,Technical,11
12,1,1,2020,Ebooks,Self Help,18
12,1,1,2020,Music,Classical,12
12,1,1,2020,Electronics,Mobile,1104
12,1,1,2020,Electronics,Mobile,955
12,1,1,2020,Electronics,Mobile,1089
12,1,1,2020,Electronics,Tablet,1280
12,1,1,2020,Music,Pop,11
12,1,1,2020,Ebooks,Technical,11
12,1,1,2020,Electronics,Laptop,817
12,1,1,2020,Music,Classical,14
12,1,1,2020,Electronics,Laptop,1473
12,1,1,2020,Music,Pop,15
12,1,1,2020,Music,Classical,12
12,1,1,2020,Ebooks,Technical,29
12,1,1,2020,Electronics,Tablet,656
12,1,1,2020,Electronics,Laptop,861
12,1,1,2020,Ebooks,Fiction,26
12,1,1,2020,Electronics,Laptop,1166
12,1,1,2020,Electronics,Laptop,545
12,1,1,2020,Ebooks,Technical,15
12,1,1,2020,Ebooks,Fiction,32
12,1,1,2020,Ebooks,Fiction,30
12,1,1,2020,Ebooks,Technical,27
12,1,1,2020,Ebooks,Fiction,12
12,1,1,2020,Music,Classical,9
12,1,1,2020,Electronics,Laptop,809
12,1,1,2020,Music,Classical,9
12,1,1,2020,Music,Classical,13
12,1,1,2020,Music,Classical,9
12,1,1,2020,Electronics,Laptop,615
12,1,1,2020,Ebooks,Fiction,32
13,1,1,2020,Ebooks,Self Help,12
13,1,1,2020,Ebooks,Fiction,38
13,1,1,2020,Electronics,Tablet,1223
13,1,1,2020,Electronics,Tablet,599
13,1,1,2020,Music,Classical,10
13,1,1,2020,Music,Classical,11
13,1,1,2020,Ebooks,Technical,9
13,1,1,2020,Ebooks,Fiction,11
13,1,1,2020,Electronics,Tablet,933
13,1,1,2020,Electronics,Laptop,1146
13,1,1,2020,Ebooks,Self Help,18
13,1,1,2020,Ebooks,Technical,14
13,1,1,2020,Ebooks,Fiction,9
13,1,1,2020,Electronics,Mobile,1150
13,1,1,2020,Electronics,Laptop,1499
13,1,1,2020,Electronics,Tablet,1267
13,1,1,2020,Ebooks,Technical,9
13,1,1,2020,Music,Classical,11
13,1,1,2020,Electronics,Tablet,1218
13,1,1,2020,Music,Classical,15
13,1,1,2020,Ebooks,Self Help,11
13,1,1,2020,Electronics,Tablet,1168
13,1,1,2020,Electronics,Tablet,655
13,1,1,2020,Electronics,Laptop,679
13,1,1,2020,Music,Pop,14
13,1,1,2020,Music,Classical,13
13,1,1,2020,Electronics,Tablet,1476
13,1,1,2020,Ebooks,Self Help,29
13,1,1,2020,Electronics,Laptop,770
13,1,1,2020,Electronics,Tablet,586
13,1,1,2020,Ebooks,Self Help,30
13,1,1,2020,Electronics,Tablet,1395
13,1,1,2020,Ebooks,Fiction,24
13,1,1,2020,Ebooks,Fiction,37
13,1,1,2020,Electronics,Tablet,1236
13,1,1,2020,Electronics,Tablet,1328
13,1,1,2020,Music,Pop,11
13,1,1,2020,Electronics,Laptop,1445
13,1,1,2020,Music,Pop,10
13,1,1,2020,Ebooks,Fiction,44
13,1,1,2020,Ebooks,Fiction,31
13,1,1,2020,Electronics,Laptop,811
13,1,1,2020,Ebooks,Self Help,36
13,1,1,2020,Music,Pop,12
13,1,1,2020,Electronics,Mobile,792
13,1,1,2020,Electronics,Laptop,998
13,1,1,2020,Music,Pop,14
13,1,1,2020,Electronics,Mobile,832
13,1,1,2020,Ebooks,Fiction,8
13,1,1,2020,Electronics,Laptop,776
13,1,1,2020,Ebooks,Self Help,8
13,1,1,2020,Music,Classical,9
13,1,1,2020,Electronics,Laptop,1489
13,1,1,2020,Music,Pop,14
13,1,1,2020,Music,Classical,13
13,1,1,2020,Electronics,Laptop,1417
13,1,1,2020,Electronics,Mobile,1422
13,1,1,2020,Music,Classical,11
13,1,1,2020,Ebooks,Technical,42
13,1,1,2020,Music,Classical,14
13,1,1,2020,Music,Pop,9
13,1,1,2020,Electronics,Tablet,638
13,1,1,2020,Electronics,Mobile,703
13,1,1,2020,Electronics,Laptop,703
13,1,1,2020,Ebooks,Technical,11
13,1,1,2020,Electronics,Tablet,651
13,1,1,2020,Electronics,Mobile,1289
13,1,1,2020,Electronics,Mobile,1170
13,1,1,2020,Music,Classical,15
13,1,1,2020,Electronics,Tablet,530
13,1,1,2020,Electronics,Laptop,691
13,1,1,2020,Music,Classical,11
13,1,1,2020,Music,Classical,13
13,1,1,2020,Electronics,Tablet,1069
13,1,1,2020,Music,Pop,9
13,1,1,2020,Ebooks,Fiction,32
13,1,1,2020,Electronics,Mobile,1227
13,1,1,2020,Music,Classical,11
13,1,1,2020,Electronics,Mobile,873
13,1,1,2020,Electronics,Laptop,1433
13,1,1,2020,Music,Pop,9
13,1,1,2020,Ebooks,Fiction,26
13,1,1,2020,Music,Classical,9
13,1,1,2020,Ebooks,Fiction,36
13,1,1,2020,Music,Classical,10
13,1,1,2020,Electronics,Laptop,1238
13,1,1,2020,Ebooks,Fiction,24
13,1,1,2020,Ebooks,Technical,29
13,1,1,2020,Ebooks,Fiction,17
13,1,1,2020,Ebooks,Self Help,16
13,1,1,2020,Electronics,Mobile,770
13,1,1,2020,Ebooks,Self Help,45
13,1,1,2020,Music,Pop,13
13,1,1,2020,Electronics,Laptop,954
13,1,1,2020,Ebooks,Technical,20
13,1,1,2020,Ebooks,Technical,33
13,1,1,2020,Ebooks,Self Help,26
13,1,1,2020,Music,Pop,13
13,1,1,2020,Music,Classical,15
13,1,1,2020,Music,Pop,12
13,1,1,2020,Ebooks,Fiction,13
13,1,1,2020,Ebooks,Technical,13
13,1,1,2020,Electronics,Tablet,1142
13,1,1,2020,Music,Pop,10
13,1,1,2020,Music,Classical,10
13,1,1,2020,Electronics,Tablet,1292
13,1,1,2020,Music,Classical,13
13,1,1,2020,Music,Pop,12
13,1,1,2020,Ebooks,Fiction,40
13,1,1,2020,Electronics,Mobile,535
13,1,1,2020,Electronics,Mobile,986
13,1,1,2020,Music,Classical,9
13,1,1,2020,Ebooks,Self Help,26
13,1,1,2020,Ebooks,Self Help,19
13,1,1,2020,Electronics,Laptop,540
13,1,1,2020,Electronics,Laptop,1224
13,1,1,2020,Ebooks,Self Help,34
13,1,1,2020,Ebooks,Self Help,40
13,1,1,2020,Electronics,Tablet,1478
13,1,1,2020,Electronics,Mobile,899
13,1,1,2020,Electronics,Mobile,808
13,1,1,2020,Ebooks,Technical,39
13,1,1,2020,Ebooks,Fiction,32
13,1,1,2020,Music,Classical,10
13,1,1,2020,Ebooks,Self Help,45
13,1,1,2020,Music,Classical,13
13,1,1,2020,Ebooks,Technical,19
13,1,1,2020,Music,Classical,9
13,1,1,2020,Music,Classical,12
13,1,1,2020,Electronics,Tablet,703
13,1,1,2020,Electronics,Tablet,896
13,1,1,2020,Music,Classical,13
13,1,1,2020,Music,Pop,11
13,1,1,2020,Ebooks,Technical,12
13,1,1,2020,Electronics,Tablet,746
13,1,1,2020,Music,Classical,15
13,1,1,2020,Electronics,Laptop,1052
13,1,1,2020,Electronics,Tablet,1416
13,1,1,2020,Electronics,Mobile,712
13,1,1,2020,Electronics,Tablet,1221
13,1,1,2020,Electronics,Tablet,1020
13,1,1,2020,Music,Pop,11
13,1,1,2020,Electronics,Laptop,1031
13,1,1,2020,Music,Pop,15
13,1,1,2020,Electronics,Tablet,897
13,1,1,2020,Electronics,Mobile,1492
13,1,1,2020,Ebooks,Technical,32
13,1,1,2020,Ebooks,Self Help,28
13,1,1,2020,Electronics,Tablet,1104
13,1,1,2020,Music,Pop,11
13,1,1,2020,Electronics,Mobile,1022
13,1,1,2020,Ebooks,Self Help,42
13,1,1,2020,Music,Pop,14
13,1,1,2020,Ebooks,Fiction,43
13,1,1,2020,Electronics,Tablet,681
13,1,1,2020,Music,Pop,11
13,1,1,2020,Music,Classical,15
13,1,1,2020,Music,Classical,12
13,1,1,2020,Ebooks,Self Help,18
13,1,1,2020,Music,Pop,9
13,1,1,2020,Electronics,Mobile,1249
13,1,1,2020,Ebooks,Self Help,26
13,1,1,2020,Ebooks,Technical,44
13,1,1,2020,Electronics,Mobile,790
13,1,1,2020,Ebooks,Fiction,28
13,1,1,2020,Electronics,Tablet,643
13,1,1,2020,Electronics,Mobile,1405
13,1,1,2020,Electronics,Laptop,929
13,1,1,2020,Electronics,Laptop,730
13,1,1,2020,Music,Pop,12
13,1,1,2020,Electronics,Mobile,1165
13,1,1,2020,Ebooks,Self Help,17
13,1,1,2020,Music,Classical,10
13,1,1,2020,Music,Classical,15
13,1,1,2020,Ebooks,Fiction,20
13,1,1,2020,Electronics,Mobile,589
13,1,1,2020,Electronics,Tablet,734
13,1,1,2020,Electronics,Laptop,933
13,1,1,2020,Music,Pop,10
13,1,1,2020,Music,Classical,14
13,1,1,2020,Electronics,Tablet,922
13,1,1,2020,Electronics,Laptop,724
14,1,1,2020,Ebooks,Technical,18
14,1,1,2020,Electronics,Laptop,1405
14,1,1,2020,Music,Pop,15
14,1,1,2020,Ebooks,Self Help,20
14,1,1,2020,Electronics,Laptop,791
14,1,1,2020,Ebooks,Self Help,36
14,1,1,2020,Music,Classical,14
14,1,1,2020,Music,Classical,11
14,1,1,2020,Music,Pop,9
14,1,1,2020,Music,Classical,12
14,1,1,2020,Ebooks,Technical,14
14,1,1,2020,Ebooks,Fiction,22
14,1,1,2020,Electronics,Laptop,810
14,1,1,2020,Ebooks,Self Help,11
14,1,1,2020,Ebooks,Self Help,7
14,1,1,2020,Ebooks,Fiction,19
14,1,1,2020,Electronics,Tablet,696
14,1,1,2020,Music,Pop,12
14,1,1,2020,Music,Classical,12
14,1,1,2020,Ebooks,Technical,36
14,1,1,2020,Ebooks,Fiction,14
14,1,1,2020,Electronics,Tablet,1169
14,1,1,2020,Music,Classical,15
14,1,1,2020,Ebooks,Technical,17
14,1,1,2020,Music,Pop,10
14,1,1,2020,Ebooks,Technical,39
14,1,1,2020,Music,Classical,15
14,1,1,2020,Music,Classical,11
14,1,1,2020,Ebooks,Self Help,21
14,1,1,2020,Ebooks,Fiction,29
14,1,1,2020,Music,Classical,12
14,1,1,2020,Music,Classical,14
14,1,1,2020,Music,Pop,10
14,1,1,2020,Electronics,Tablet,560
14,1,1,2020,Music,Classical,9
14,1,1,2020,Ebooks,Fiction,42
14,1,1,2020,Ebooks,Self Help,14
14,1,1,2020,Music,Pop,9
14,1,1,2020,Ebooks,Fiction,15
14,1,1,2020,Music,Classical,15
14,1,1,2020,Music,Pop,14
14,1,1,2020,Music,Pop,11
14,1,1,2020,Electronics,Laptop,1222
14,1,1,2020,Music,Classical,9
14,1,1,2020,Ebooks,Fiction,10
14,1,1,2020,Electronics,Tablet,1476
14,1,1,2020,Electronics,Mobile,666
14,1,1,2020,Ebooks,Self Help,40
14,1,1,2020,Music,Pop,15
14,1,1,2020,Electronics,Mobile,1434
14,1,1,2020,Music,Classical,10
14,1,1,2020,Ebooks,Technical,17
14,1,1,2020,Electronics,Laptop,826
14,1,1,2020,Ebooks,Technical,21
14,1,1,2020,Electronics,Tablet,841
14,1,1,2020,Music,Pop,9
14,1,1,2020,Music,Classical,9
14,1,1,2020,Music,Classical,15
14,1,1,2020,Ebooks,Self Help,37
14,1,1,2020,Ebooks,Technical,23
14,1,1,2020,Electronics,Mobile,860
14,1,1,2020,Music,Classical,14
14,1,1,2020,Music,Classical,11
14,1,1,2020,Electronics,Mobile,1498
14,1,1,2020,Ebooks,Self Help,12
14,1,1,2020,Electronics,Mobile,704
14,1,1,2020,Ebooks,Technical,40
14,1,1,2020,Electronics,Laptop,1485
14,1,1,2020,Ebooks,Technical,36
14,1,1,2020,Ebooks,Technical,18
14,1,1,2020,Music,Pop,13
14,1,1,2020,Music,Classical,10
14,1,1,2020,Music,Classical,11
14,1,1,2020,Electronics,Mobile,835
14,1,1,2020,Music,Classical,14
14,1,1,2020,Ebooks,Fiction,15
14,1,1,2020,Music,Classical,15
14,1,1,2020,Electronics,Tablet,1484
14,1,1,2020,Ebooks,Technical,32
14,1,1,2020,Music,Classical,13
14,1,1,2020,Music,Classical,11
14,1,1,2020,Music,Pop,9
14,1,1,2020,Electronics,Tablet,768
14,1,1,2020,Music,Classical,10
14,1,1,2020,Ebooks,Technical,35
14,1,1,2020,Electronics,Laptop,867
14,1,1,2020,Electronics,Tablet,1195
14,1,1,2020,Music,Classical,9
14,1,1,2020,Music,Pop,13
14,1,1,2020,Music,Classical,13
14,1,1,2020,Music,Classical,10
14,1,1,2020,Electronics,Tablet,796
14,1,1,2020,Ebooks,Technical,32
14,1,1,2020,Ebooks,Technical,31
14,1,1,2020,Electronics,Laptop,1028
14,1,1,2020,Ebooks,Self Help,45
14,1,1,2020,Music,Classical,15
14,1,1,2020,Music,Classical,14
14,1,1,2020,Ebooks,Fiction,17
14,1,1,2020,Ebooks,Self Help,17
14,1,1,2020,Electronics,Tablet,805
14,1,1,2020,Electronics,Tablet,1404
14,1,1,2020,Music,Pop,10
14,1,1,2020,Ebooks,Self Help,29
14,1,1,2020,Ebooks,Self Help,27
14,1,1,2020,Electronics,Tablet,1014
14,1,1,2020,Music,Classical,12
14,1,1,2020,Electronics,Tablet,909
14,1,1,2020,Music,Classical,10
14,1,1,2020,Music,Classical,14
