id,name,city,state,lon,lat
1246,U.S. Forest Service Clinic,BULLFROG,UT,-110.70903,37.516663
1247,University of Utah Hospital,SALT LAKE CITY,UT,-111.835487,40.770226
1248,Utah State Hospital,PROVO,UT,-111.634369,40.234123
1249,Valley View Medical Center,CEDAR CITY,UT,-113.058838,37.666367
1250,Veterans Administration Hospital,SALT LAKE CITY,UT,-111.840767,40.757446
1251,Wasatch Canyons Hospital,KEARNS,UT,-111.936333,40.646885
1252,Wasatch County Hospital,CHARLESTON,UT,-111.40435,40.506893
1253,Western Instutite of Neuropsychiatry,SALT LAKE CITY,UT,-111.82299,40.759117
1254,A B Adams Convalescent Center,EMPORIA,VA,-77.537766,36.685707
1255,A D Williams Memorial Clinic,DOWNTOWN RICHMOND,VA,-77.43026,37.539864
1256,Albemarle County Health Department,CHARLOTTESVILLE,VA,-78.482796,38.042076
1257,Alexander W Terrell Memorial Infirmary,LYNCHBURG CITY,VA,-79.172249,37.438473
1258,Alleghany Memorial Hospital,COVINGTON CITY,VA,-79.999496,37.794846
1259,Andrew Rader Clinic,ALEXANDRIA,MD,-77.076096,38.870392
1260,Arlington Hospital,FALLS CHURCH,MD,-77.127205,38.888439
1261,Ashland Convalescent Center,ASHLAND,VA,-77.495529,37.767643
1262,Ashland Medical Center,ASHLAND,VA,-77.496925,37.775421
1263,Bell Hospital,BUSCH GARDENS,VA,-76.713013,37.267647
1264,Bell Hospital (historical),BUSCH GARDENS,VA,-76.711899,37.267925
1265,Blackstone Health Center,BLACKSTONE,VA,-77.994728,37.080978
1266,Blue Ridge Sanatorium,CHARLOTTESVILLE,VA,-78.471672,38.009029
1267,Bristol Memorial Hospital,BRISTOL VA,VA,-82.216248,36.595665
1268,Buchanan General Hospital,GRUNDY,VA,-82.107353,37.274002
1269,Burrell Memorial Hospital,ROANOKE,VA,-79.949486,37.282639
1270,C And O Hospital,GLEN WILTON,VA,-79.841988,37.810406
1271,Camelot Hall Nursing Home,GATEWOOD,NC,-79.410576,36.605137
1272,Catawba Hospital,ABBOTT,VA,-80.11087,37.392632
1273,Central State Hospital,ADDISON,VA,-77.45137,37.209038
1274,Charlottesville-Albemarle Community Mental Health Hospital,CHARLOTTESVILLE,VA,-78.500015,38.040138
1275,Chesapeake General Hospital,FENTRESS,VA,-76.246056,36.745979
1276,Childrens Hospital,DOWNTOWN RICHMOND,VA,-77.449982,37.570705
1277,Chimborazo Military Hospital (historical),DOWNTOWN RICHMOND,VA,-77.411369,37.525974
1278,Clinch Valley Medical Center,CEDAR BLUFF,VA,-81.821228,37.095116
1279,Colonial Heights Emergency Medical Services,FORT LEE,VA,-77.409424,37.253479
1280,Colonial Heights Health Department,FORT LEE,VA,-77.40831,37.254318
1281,Commonwealth Nursing Care Center,FAIRFAX,VA,-77.310272,38.837616
1282,Community Hospital of Roanoke Valley,ROANOKE,VA,-79.939484,37.266247
1283,Community Memorial Health Center,LA CROSSE,VA,-78.133606,36.733471
1284,Cotta Hospital (historical),HANEYTOWN,VA,-78.510841,38.337631
1285,County Memorial Hospital,BEDFORD CITY,VA,-79.517258,37.350971
1286,Culpeper Memorial Hospital,CATALPA,VA,-78.013046,38.455406
1287,De Jarnette State Sanatorium,STAUNTON,VA,-79.044746,38.130962
1288,DeWitt Hospital,FORT BELVOIR,MD,-77.136642,38.700394
1289,Dixie Hospital,BUCKROE BEACH,VA,-76.367996,37.010979
1290,Dominion Hospital,FALLS CHURCH,MD,-77.158592,38.87011
1291,East Hospital,DOWNTOWN RICHMOND,VA,-77.429703,37.539585
1292,Eastern State Hospital,CENTERVILLE,VA,-76.738007,37.292084
1293,Fairfax Nursing Home,FAIRFAX,VA,-77.315819,38.848721
1294,Fauquier Hospital,AIRLIE,VA,-77.808044,38.712337
1295,Fort Myer Hospital,ALEXANDRIA,MD,-77.080811,38.880672
1296,Fort Shelby Hospital (historical),BRISTOL VA,VA,-82.185417,36.598995
1297,Franklin Memorial Hospital,ROCKY MOUNT,VA,-79.889755,36.994862
1298,Fredericksburg Health Department,FREDERICKSBURG,VA,-77.472214,38.31263
1299,General Hospital Number 1 (historical),DOWNTOWN RICHMOND,VA,-77.431091,37.553757
1300,General Hospital Number 12 (historical),DOWNTOWN RICHMOND,VA,-77.425812,37.533474
1301,General Hospital Number 4 (historical),DOWNTOWN RICHMOND,VA,-77.431641,37.541256
1302,General Hospital Number 5 (historical),DOWNTOWN RICHMOND,VA,-77.4347,37.537086
1303,General Hospital of Virginia Beach Annex,DAM NECK,VA,-75.97937,36.85321
1304,Giles Memorial Hospital,BANE,WV,-80.722298,37.322342
1305,Gill Memorial Hospital,ROANOKE,VA,-79.940872,37.267357
1306,Goodwin House Nursing Home,ALEXANDRIA,MD,-77.113029,38.836784
1307,Greensville Memorial Hospital,EMPORIA,VA,-77.54026,36.700428
1308,Halifax Community Hospital,HALIFAX,VA,-78.914452,36.712639
1309,Henderson Student Health Service Building,BLACKSBURG,VA,-80.416992,37.230412
1310,Henrico Doctors Hospital,DUMBARTON,VA,-77.54277,37.604317
1311,Heritage Hall Nursing Home,HUGHESVILLE,MD,-77.571381,39.120937
1312,Holly Manor Nursing Home,FARMVILLE,VA,-78.421661,37.308212
1313,Hopewell Convalescent Center,BIRCHETT ESTATE,VA,-77.325264,37.26432
1314,Hopewell Medical Center,BIRCHETT ESTATE,VA,-77.287201,37.304871
1315,Island Medical Center,CHINCOTEAGUE,MD,-75.380203,37.93206
1316,Jackson Memorial Hospital (historical),CHRISTIAN,VA,-79.441154,37.784855
1317,Jefferson Surgical Clinic,ROANOKE,VA,-79.946434,37.262077
1318,John Randolph Nursing Home,BIRCHETT ESTATE,VA,-77.289986,37.307648
1319,Johnston Memorial Hospital,ABINGDON,VA,-81.971519,36.71455
1320,Johnston-Willis Hospital,BON AIR,VA,-77.594994,37.510708
1321,Joseph Willard Health Center,FAIRFAX,VA,-77.299988,38.85067
1322,Kenner Army Hospital,BIRCHETT ESTATE,VA,-77.347481,37.238209
1323,Kings Daughters Hospital,STAUNTON,VA,-79.068642,38.162628
1324,Lakeview Medical Clinic,DOWNTOWN SUFFOLK,VA,-76.59523,36.729038
1325,Lee County Community Hospital,PENNINGTON GAP,KY,-83.047951,36.750366
1326,Lee Medical Center,DOWNTOWN RICHMOND,VA,-77.46109,37.554035
1327,Lewis Gale Hospital,ROANOKE,VA,-79.946152,37.269577
1328,Lewis-Gale Hospital,SALEM CITY,VA,-80.031433,37.263466
1329,Loudoun Hospital Center,BELMONT,MD,-77.569153,39.120106
1330,Louise Obici Memorial Hospital,DOWNTOWN SUFFOLK,VA,-76.583,36.755711
1331,Lynchburg City Health Department,BOCOCK,VA,-79.172806,37.417362
1332,Lynchburg Training School and Hospital,BOCOCK,VA,-79.116135,37.410419
1333,Manor Care Nursing Home,ALEXANDRIA,MD,-77.128876,38.860111
1334,Marion Dupont Scott Equine Medical Center,LEESBURG,MD,-77.570541,39.128716
1335,Marion General Hospital,ADWOLF,VA,-81.522621,36.832054
1336,Marshall Lodge Memorial Hospital,BOCOCK,VA,-79.143639,37.406532
1337,Martinsville General Hospital,MARTINSVILLE CITY,VA,-79.864204,36.686806
1338,Mary Immaculate Hospital,DENBIGH,VA,-76.511345,37.144314
1339,Mary Washington Hospital,FREDERICKSBURG,VA,-77.472214,38.312351
1340,Maryview Hospital,DOWNTOWN NORFOLK,VA,-76.348557,36.837368
1341,Mattie Williams Hospital,CEDAR BLUFF,VA,-81.79734,37.095116
1342,Medical College of Virginia Hospital,DOWNTOWN RICHMOND,VA,-77.429703,37.540146
1343,Meherrin Dialysis Center,EMPORIA,VA,-77.541092,36.699589
1344,Melrose Clinic,SALEM CITY,VA,-79.978935,37.288467
1345,Memorial Hospital,GATEWOOD,NC,-79.405029,36.578197
1346,Memorial Hospital,ROANOKE,VA,-79.940865,37.251808
1347,Memorial Hospital,FAIRVIEW,VA,-78.468063,38.662338
1348,Metropolitan Hospital,DOWNTOWN RICHMOND,VA,-77.449982,37.548756
1349,Montgomery Regional Hospital,BLACKSBURG,VA,-80.411438,37.187351
1350,Mount Vernon Hospital,BELLE HAVEN,MD,-77.076645,38.739555
1351,Municipal Hospital,DOWNTOWN NORFOLK,VA,-76.205215,36.867371
1352,National Childrens Rehabilitation Center,GLEEDSVILLE,MD,-77.584152,39.115936
1353,Nelson Sanitarium (historical),CHARLOTTESVILLE,VA,-78.479454,38.032917
1354,New Altamont Hospital,CHRISTIANSBURG,VA,-80.415329,37.126801
1355,Norfolk Community Hospital,DOWNTOWN NORFOLK,VA,-76.259384,36.849869
1356,Norfolk General Hospital,DOWNTOWN NORFOLK,VA,-76.301888,36.86293
1357,North Hospital,DOWNTOWN RICHMOND,VA,-77.428871,37.539864
1358,Northern Virginia Doctors Hospital,ALEXANDRIA,MD,-77.126091,38.860111
1359,Northern Virginia Mental Health Institute,FAIRFAX,VA,-77.231926,38.85817
1360,Orange-Gordonsville Community Hospital,BOSWELLS TAVERN,VA,-78.189445,38.140697
1361,Patrick Henry Hospital,DENBIGH,VA,-76.510231,37.147644
1362,Petersburg Psychiatric Institute,FORT LEE,VA,-77.361641,37.186817
1363,Pine Camp Sanitarium (historical),CHAMBERLAYNE,VA,-77.446373,37.600143
1364,Pittsylvania County Health Clinic,CHATHAM,VA,-79.394188,36.835419
1365,Portsmouth General Hospital,DOWNTOWN NORFOLK,VA,-76.308838,36.842369
1366,Portsmouth Health Center,DOWNTOWN NORFOLK,VA,-76.305222,36.83654
1367,Portsmouth Naval Hospital,DOWNTOWN NORFOLK,VA,-76.306602,36.844868
1368,Potomac Hospital,CHERRY HILL,VA,-77.286369,38.637619
1369,Powhatan Nursing Home,FALLS CHURCH,MD,-77.164421,38.906219
1370,Whidbey General Hospital,COUPEVILLE,WA,-122.683784,48.213989
1371,Pratt Clinic Medical Center,FREDERICKSBURG,VA,-77.464432,38.304569
1372,Prince Squire Medical Center,EMPORIA,VA,-77.54026,36.699589
1373,Pulaski Community Hospital,DRAPER,VA,-80.757011,37.068184
1374,Pulaski Hospital (historical),DRAPER,VA,-80.784515,37.056232
1375,Radford Community Hospital,RADFORD,VA,-80.568947,37.129017
1376,Raiford Hospital (historical),FRANKLIN,VA,-76.923286,36.677933
1377,Raleigh Court Health Care Center,SALEM CITY,VA,-79.978096,37.264027
1378,Rappahannock General Hospital,BYRDTON,VA,-76.387451,37.701248
1379,Rappahannock Medical Clinic,FIVE FORKS,VA,-78.158897,38.713177
1380,Reston Hospital,STERLING PARK,VA,-77.363876,38.96233
1381,Richmond City Hospital (historical),DOWNTOWN RICHMOND,VA,-77.430809,37.553204
1382,Richmond Community Hospital,DOWNTOWN RICHMOND,VA,-77.40609,37.540974
1383,Richmond Memorial Hospital,DOWNTOWN RICHMOND,VA,-77.45414,37.579037
1384,Richmond Nursing Home,DOWNTOWN RICHMOND,VA,-77.409706,37.553757
1385,Riverside Convalescent Home,FREDERICKSBURG,VA,-77.460823,38.306801
1386,Riverside Hospital,BEACONSDALE,VA,-76.483002,37.064587
1387,Riverside Walter Reed Hospital,ARK,VA,-76.541611,37.420139
1388,Roanoke Valley Psychiatric Center,SALEM CITY,VA,-80.028374,37.263466
1389,Robertson Hospital (historical),DOWNTOWN RICHMOND,VA,-77.441643,37.542084
1390,Rockingham County Health Center,DALE ENTERPRISE,VA,-78.86586,38.449844
1391,Rockingham Memorial Hospital,DALE ENTERPRISE,VA,-78.87114,38.439846
1392,Roman Eagle Nursing Home,DANVILLE CITY,NC,-79.382805,36.620968
1393,Saint Albans Hospital,RADFORD,VA,-80.57756,37.139565
1394,Saint Lukes Hospital,DUMBARTON,VA,-77.525818,37.631535
1395,Saint Lukes Hospital,DOWNTOWN RICHMOND,VA,-77.453033,37.549866
1396,Saint Marys Hospital of Richmond,DOWNTOWN RICHMOND,VA,-77.511932,37.583473
1397,Saint Vincent De Paul Hospital,DOWNTOWN NORFOLK,VA,-76.281601,36.899319
1398,Second Alabama Hospital (historical),DOWNTOWN RICHMOND,VA,-77.420815,37.529865
1399,Sentara Bayside Hospital,BAYSIDE,VA,-76.131599,36.867649
1400,Sentara Leigh Hospital,BAYSIDE,VA,-76.189934,36.850147
1401,Sheltering Arms Hospital (historical),DOWNTOWN RICHMOND,VA,-77.430534,37.541817
1402,Shenandoah County Memorial Hospital,ALONZAVILLE,VA,-78.512512,38.870392
1403,Shenandoah Hospital,ROANOKE,VA,-79.954483,37.270699
1404,Shenandoah Valley Health Care Center,BUENA VISTA CITY,VA,-79.350037,37.749573
1405,Smyth County Community Hospital,MARION,VA,-81.507896,36.851505
1406,South Boston Hospital,HALIFAX,VA,-78.89917,36.704857
1407,Southern Virginia Mental Health Institution,GATEWOOD,NC,-79.410027,36.554859
1408,Southside Community Health Center,ALBERENE,VA,-78.59417,37.81847
1409,Southside Community Hospital,FARMVILLE,VA,-78.404434,37.302933
1410,Southside Regional Medical Center,FORT LEE,VA,-77.397484,37.217369
1411,Springwood Psychiatric Hospital,LEESBURG,MD,-77.544708,39.147045
1412,Stonewall Jackson Hospital,CRAIGSVILLE,VA,-79.440872,37.779022
1413,Stuart Circle Hospital,DOWNTOWN RICHMOND,VA,-77.457764,37.552086
1414,Stuart Hospital (historical),DOWNTOWN RICHMOND,VA,-77.450264,37.546814
1415,Tazewell Community Hospital,GRATTON,VA,-81.493721,37.123726
1416,Theresa A Thomas Medical Center,ASHLAND,VA,-77.465813,37.775143
1417,Tidewater Memorial Hospital,BRAYS FORK,VA,-76.878014,37.901249
1418,Tidewater Psychiatric Hospital,BAYSIDE,VA,-76.190765,36.852089
1419,Towers Hospital,CHARLOTTESVILLE,VA,-78.497795,38.032917
1420,Twin County Community Hospital,GALAX CITY,VA,-80.923973,36.670685
1421,University Park Hospital,DUMBARTON,VA,-77.570824,37.628475
1422,University of Virginia Childrens Rehabilitation Center,CHARLOTTESVILLE,VA,-78.520844,38.045135
1423,University of Virginia Hospitals,CHARLOTTESVILLE,VA,-78.501671,38.033749
1424,Veterans Administration Medical Center,SALEM CITY,VA,-80.018936,37.274578
1425,Virginia Baptist Hospital,LYNCHBURG CITY,VA,-79.187531,37.438202
1426,Virginia Beach General Hospital,CAPE HENRY,VA,-76.026878,36.86515
1427,Virginia Military Institute Hospital,ARRINGTON,VA,-79.432266,37.790413
1428,Virginia Treatment Center,DOWNTOWN RICHMOND,VA,-77.429985,37.542645
1429,Vogan Dental Clinic,FORT BELVOIR,MD,-77.142479,38.698444
1430,Warren Memorial Hospital,BUCKTON,VA,-78.198334,38.930672
1431,Waynesboro Community Hospital,AFTON,VA,-78.901421,38.067078
1432,West Hospital,DOWNTOWN RICHMOND,VA,-77.430534,37.539585
1433,Westbrook Psychiatric Hospital,DOWNTOWN RICHMOND,VA,-77.462204,37.597366
1434,Western State Hospital,STAUNTON,VA,-79.03669,38.138462
1435,Western State Hospital,STAUNTON,VA,-79.066971,38.145134
1436,Whaley Medical Center,BIRCHETT ESTATE,VA,-77.300529,37.223209
1437,Whittaker Memorial Hospital,NORTHAMPTON,VA,-76.412453,36.987648
1438,Williamsburg Community Hospital,CARVER GARDENS,VA,-76.723289,37.278755
1439,Winchester Medical Center,ALBIN,VA,-78.194168,39.193714
1440,Winchester Rehabilitation Center,ALBIN,VA,-78.171944,39.182884
1441,Wise County Memorial Hospital,NORTON,VA,-82.585159,36.972599
1442,Woodbine Nursing and Convalescent Home,ALEXANDRIA,MD,-77.073311,38.815945
1443,Woodburn Center for Mental Health,FAIRFAX,VA,-77.227486,38.85511
1444,Woodmont Nursing Home,FREDERICKSBURG,VA,-77.451378,38.3018
1445,Wythe County Community Hospital,FAVONIA,VA,-81.097031,36.954288
1446,Wytheville Sanitarium and Hospital,WYTHEVILLE,VA,-81.045639,36.942619
1447,Young Mens Christian Association Hospital (historical),DOWNTOWN RICHMOND,VA,-77.436096,37.537643
1448,Fanny Allen Hospital,SOUTH BURLINGTON,VT,-73.159012,44.496719
1449,Porter Hospital,CORNWALL,VT,-73.169006,43.999783
1450,Southwestern Medical Center,BENNINGTON,NY,-73.206772,42.874249
1451,Vermont Sanatorium,PROCTOR,VT,-73.017883,43.714504
1452,American Lake Veterans Hospital,DUPONT,WA,-122.576233,47.134541
1453,Barnes General Hospital,ELLSWORTH,WA,-122.657318,45.638168
1454,Burien General Hospital,BURIEN,WA,-122.343178,47.457321
1455,Cascade Valley Hospital,ARLINGTON,WA,-122.118469,48.189545
1456,Cedar Hills Treatment Center,MAPLE VALLEY,WA,-122.037895,47.459824
1457,Centralia General Hospital,CENTRALIA,WA,-122.98513,46.711494
1458,Columbia Basin Hospital,EPHRATA,WA,-119.545593,47.313194
1459,Cowlitz General Hospital,KELSO,WA,-122.924278,46.137337
1460,Deaconess Hospital,EAST WENATCHEE,WA,-120.314514,47.418179
1461,Eastern State Hospital,DEEP CREEK,WA,-117.696335,47.572945
1462,Edgecliff Hospital,DISHMAN,WA,-117.302437,47.652393
1463,Evergreen General Hospital,BOTHELL,WA,-122.179016,47.715652
1464,Fairfax Hospital,BOTHELL,WA,-122.204292,47.71899
1465,Fairfax Sanitarium,BOTHELL,WA,-122.203735,47.718151
1466,Good Samaritan Hospital,PUYALLUP,WA,-122.288445,47.178993
1467,Grays Harbor Community Hospital,ABERDEEN,WA,-123.846565,46.978985
1468,Harborview Hospital,MEDINA,WA,-122.322624,47.603992
1469,Harrison Memorial Hospital,BREMERTON,WA,-122.62458,47.583145
1470,Kadlec Hospital,RICHLAND,WA,-119.282242,46.28125
1471,Lake Chelan Community Hospital,CHELAN,WA,-120.010353,47.844578
1472,Laurel Beach Sanatorium,BURIEN,WA,-122.394295,47.511761
1473,Lincoln County Hospital,DAVENPORT,WA,-118.145805,47.657936
1474,Madigan General Hospital,LAKEWOOD,WA,-122.541519,47.103432
1475,Mark E Reed Memorial Hospital,MCCLEARY,WA,-123.260155,47.056206
1476,Mason Hospital,MEDINA,WA,-122.326797,47.609821
1477,Memorial Hospital,RITZVILLE,WA,-118.37191,47.120983
1478,Mid Valley Hospital,OKANOGAN,WA,-119.546722,48.396812
1479,Monroe General Hospital,MONROE,WA,-121.990128,47.86343
1480,Mount Carmel Hospital,COLVILLE,WA,-117.893028,48.540733
1481,Needham Hospital,BELLINGHAM,WA,-122.491005,48.770393
1482,North Valley Hospital,TONASKET,WA,-119.436729,48.703766
1483,Northern State Hospital,SEDRO-WOOLLEY,WA,-122.205704,48.531223
1484,Northwest Memorial Hospital,LAKE FOREST PARK,WA,-122.335953,47.714542
1485,Okanogan Douglas County Hospital,BREWSTER,WA,-119.782845,48.106258
1486,Olympic Memorial Hospital,PORT ANGELES,WA,-123.408798,48.112873
1487,Overlake Park Medical Center,BELLEVUE,WA,-122.134293,47.634541
1488,Providence Hospital,EVERETT,WA,-122.217072,47.975647
1489,Providence Hospital,CLYDE HILL,WA,-122.309563,47.607319
1490,Puget Sound Hospital,BREMERTON,WA,-122.661255,47.566757
1491,Quincy Valley Hospital,QUINCY,WA,-119.867828,47.230965
1492,Riverside Infirmary,BONNEY LAKE,WA,-122.21067,47.185104
1493,Roslyn and Cle Elum Hospital and Clinic,CLE ELUM,WA,-120.950363,47.195404
1494,Saint Anthony Hospital,EAST WENATCHEE,WA,-120.3209,47.406517
1495,Saint Johns Hospital,PORT TOWNSEND,WA,-122.789345,48.105927
1496,Saint Johns Hospital,KELSO,WA,-122.940659,46.129555
1497,Saint Joseph Hospital,ELLSWORTH,WA,-122.668144,45.630402
1498,Saint Josephs Hospital,ABERDEEN,WA,-123.820717,46.981205
1499,Saint Josephs Hospital,BELLINGHAM,WA,-122.473221,48.773441
1500,Saint Lukes Hospital,BELLINGHAM,WA,-122.469612,48.74427
1501,Saint Marys Hospital,COLLEGE PLACE,WA,-118.341354,46.062359
1502,Saint Peters Hospital,OLYMPIA,WA,-122.91375,47.043427
1503,Spokane Valley Hospital,DISHMAN,WA,-117.234924,47.671001
1504,Tri-County Hospital,DEER PARK,WA,-117.461342,47.951283
1505,Tri-State Memorial Hospital,ASOTIN,WA,-117.054878,46.402943
1506,U S Marina Hospital,MEDINA,WA,-122.315407,47.59288
1507,Valley View Hospital,COLVILLE,WA,-117.884705,48.539623
1508,West Seattle General Hospital,BURIEN,WA,-122.366516,47.535381
1509,Whitman Community Hospital,COLFAX,WA,-117.373238,46.871277
1510,Adams County Memorial Hospital,ADAMS,WI,-89.821518,43.974411
1511,Appleton Memorial Hospital,APPLETON,WI,-88.394279,44.278599
1512,Bay Area Medical Center,MENOMINEE,MI,-87.617325,45.072205
1513,Beloit Memorial Hospital,BELOIT,WI,-89.008438,42.548626
1514,Beloit Municipal Hospital (historical),BELOIT,WI,-89.043999,42.516407
1515,Beloit Sanitarium (historical),BELOIT,WI,-89.039825,42.520294
1516,Berlin Memorial Hospital,BERLIN,WI,-88.941505,43.978592
1517,Bethany-Saint Joseph Care Center,LA CROSSE,WI,-91.220139,43.768578
1518,Borchardt Clinic (historical),NEW LONDON,WI,-88.741219,44.393311
1519,Bradley Hospital,MAPLE BLUFF,WI,-89.407623,43.074715
1520,Brown County Mental Health Center,ALLOUEZ,WI,-87.933708,44.518883
1521,Burnett General Hospital,BRANSTAD,MN,-92.687149,45.774956
1522,Capitol Hospital,GLENDALE,WI,-87.936195,43.08918
1523,Charter Northbrooke Center,KOHLER,WI,-87.712868,43.748886
1524,Community Memorial Hospital,OCONTO FALLS,WI,-88.127602,44.864712
1525,Countryside Home and Hospital,FORT ATKINSON,WI,-88.829277,42.990284
1526,Crawford County Infirmary (historical),LYNXVILLE,IA,-90.987907,43.243042
1527,Cumberland Memorial Hospital,CUMBERLAND,WI,-92.028511,45.531063
1528,Doctors Park Clinic,KENOSHA,WI,-87.823135,42.574459
1529,Dodge County Hospital,HORICON,WI,-88.697884,43.416935
1530,Door County Memorial Hospital,CHAMPION,WI,-87.353989,44.832775
1531,Douglas County Hospital,SUPERIOR,WI,-92.008522,46.649109
1532,Dunn County Asylum (historical),MENOMONIE,WI,-91.887955,44.88829
1533,Eagle River Memorial Hospital,EAGLE RIVER,WI,-89.250961,45.928013
1534,Eau Claire County Hospital,ALTOONA,WI,-91.532379,44.833851
1535,Edgerton Memorial Hospital,EDGERTON,WI,-89.078445,42.839443
1536,Elmbrook Memorial Hospital,BROOKFIELD,WI,-88.154808,43.058903
1537,Flambeau Medical Center,FIFIELD,WI,-90.441269,45.930515
1538,Fort Atkinson Health Care Center,FORT ATKINSON,WI,-88.829277,42.934174
1539,Fort Atkinson Memorial Hospital,FORT ATKINSON,WI,-88.828438,42.930832
1540,Franciscan Care Center,FRENCH ISLAND,MN,-91.21431,43.883575
1541,Grandview Hospital,FRENCH ISLAND,MN,-91.230415,43.812187
1542,Grant Community Clinic,LANCASTER,WI,-90.709297,42.849709
1543,Green County Hospital,MONROE,WI,-89.657059,42.623066
1544,Gundersen-Mubarak Clinic,TOMAH,WI,-90.505127,43.978027
1545,Harkins and O'Connor Eye Clinic,PORTAGE,WI,-89.464012,43.5397
1546,Hayward Area Memorial Hospital,HAYWARD,WI,-91.485176,46.034119
1547,Hess Memorial Hospital,LEMONWEIR,WI,-90.075127,43.782753
1548,Holy Family Hospital,NEW RICHMOND,WI,-92.554642,45.117466
1549,Holy Family Memorial Medical Center,MANITOWOC,WI,-87.676193,44.094715
1550,Home for the Aged,SUPERIOR,WI,-92.008247,46.64938
1551,Howard Young Medical Center,MINOCQUA,WI,-89.701538,45.894123
1552,Hudson Medical Center,BAYPORT,MN,-92.752426,44.971634
1553,Johnson Hospital,GREENFIELD,WI,-87.927864,43.005295
1554,Kaukauna Community Hospital,COMBINED LOCKS,WI,-88.270668,44.269428
1555,Kempthorne Medical Building,SPRING GREEN,WI,-90.067062,43.176933
1556,Kenosha Hospital,KENOSHA,WI,-87.820358,42.577518
1557,La Crosse Hospital,FRENCH ISLAND,MN,-91.236244,43.816906
1558,Lake Tomah Clinic,TOMAH,WI,-90.515129,43.982746
1559,Lakeview Medical Center,RICE LAKE,WI,-91.733498,45.51413
1560,Lancaster Memorial Hospital,LANCASTER,WI,-90.70874,42.843601
1561,Langlade County Memorial Hospital,ANTIGO,WI,-89.139832,45.141075
1562,Luther Hospital,ALTOONA,WI,-91.511551,44.811901
1563,Lutheran Dea Corners Hospital,BEAVER DAM,WI,-88.848717,43.457771
1564,Madison Medical Center,MAPLE BLUFF,WI,-89.401512,43.065277
1565,Manitowoc County Hospital,MANITOWOC,WI,-87.703415,44.075825
1566,Maple Crest Sanitarium,BRANCH,WI,-87.813148,44.154434
1567,Marathon County Hospital,RIB MOUNTAIN,WI,-89.63456,44.931641
1568,Marinette Clinic,MENOMINEE,MI,-87.640106,45.099705
1569,Marinette County Hospital,HARMONY,WI,-87.731499,45.055813
1570,Marshfield Clinic,BAKERVILLE,WI,-90.17791,44.661633
1571,Mauston Public Hospital (historical),LEMONWEIR,WI,-90.077629,43.796082
1572,Medford Clinic,MEDFORD,WI,-90.347359,45.13636
1573,Memorial Hospital,TOMAH,WI,-90.515686,43.983856
1574,Memorial Hospital,PRAIRIE DU CHIEN,IA,-91.137627,43.044704
1575,Memorial Hospital,WAUPUN,WI,-88.745934,43.631927
1576,Memorial Hospital,MANITOWOC,WI,-87.650642,44.113056
1577,Memorial Hospital (historical),NEW LONDON,WI,-88.739548,44.388042
1578,Memorial Hospital at Oconomowoc,LAC LA BELLE,WI,-88.486771,43.100006
1579,Memorial Hospital of Burlington,BOHNERS LAKE,WI,-88.280655,42.672794
1580,Memorial Hospital of Iowa County,DODGEVILLE,WI,-90.129845,42.951935
1581,Mercy Hospital,JANESVILLE,WI,-89.034004,42.688343
1582,Mercy Medical Center,OSHKOSH,WI,-88.522896,44.023045
1583,Meriter Hospital,MAPLE BLUFF,WI,-89.387062,43.071938
1584,Middle River Sanitorium,HAWTHORNE,WI,-91.877693,46.541611
1585,Milwaukee Childrens Hospital,SHOREWOOD,WI,-87.933411,43.039455
1586,Mondovi Clinic Hospital (historical),MONDOVI,WI,-91.669327,44.568027
1587,Mondovi Hospital (historical),MONDOVI,WI,-91.67099,44.568855
1588,Mount Washington Sanatorium,ALTOONA,WI,-91.540443,44.795521
1589,Myrtle Werth Medical Center,MENOMONIE,WI,-91.902397,44.88274
1590,Neillsville Memorial Medical Center,NEILLSVILLE,WI,-90.6082,44.558022
1591,New London Family Medical Center,NEW LONDON,WI,-88.734276,44.381371
1592,New Medico Rehabilition Hospital,BROWNS LAKE,WI,-88.16787,42.738079
1593,Niagara Hospital (historical),AURORA,MI,-87.992905,45.770519
1594,Norwood Health Center,BAKERVILLE,WI,-90.166237,44.682461
1595,Oak Forest Sanatorium,FRENCH ISLAND,MN,-91.221809,43.871906
1596,Oconto Falls Hospital (historical),OCONTO FALLS,WI,-88.142319,44.873322
1597,Osseo Area Medical Center,OSSEO,WI,-91.213219,44.577744
1598,Outagamie County Hospital,APPLETON,WI,-88.459274,44.276924
1599,Park Falls Center Marshfield Clinic,FIFIELD,WI,-90.441551,45.931065
1600,Pinehurst Sanatorium,JANESVILLE,WI,-89.029556,42.728069
1601,Pleasant Acres Nursing Home,HUSTLER,WI,-90.204018,43.858028
1602,Portage County Infirmary,PARK RIDGE,WI,-89.571793,44.506359
1603,Pureair Sanitorium,BAYFIELD,WI,-90.847122,46.790764
1604,Racine County Hospital,ELMWOOD PARK,WI,-87.848404,42.703629
1605,Racine County Hospital,ELMWOOD PARK,WI,-87.848404,42.703629
1606,Rhinelander Medical Center,RHINELANDER,WI,-89.413193,45.628567
1607,Rhinelander Medical Center-Crandon Office,CRANDON,WI,-88.901222,45.574131
1608,Richland Hospital,RICHLAND CENTER,WI,-90.382629,43.338596
1609,Richland Medical Center,RICHLAND CENTER,WI,-90.400131,43.333595
1610,Ripon Memorial Hospital,RIPON,WI,-88.836784,43.834419
